,dice_loss,iou_score
0,0.45615552365779877,0.6215633600950241
1,0.38847848773002625,0.6714734882116318
2,0.3266880661249161,0.7215990722179413
3,0.29011692106723785,0.748102530837059
4,0.24830065667629242,0.7712835371494293
5,0.22757981717586517,0.7925541400909424
6,0.22616830468177795,0.8039617091417313
7,0.21593843400478363,0.810423344373703
8,0.20404841005802155,0.8161901533603668
9,0.18663522601127625,0.8171691298484802
10,0.18833966553211212,0.8161598294973373
11,0.17886601388454437,0.8181483596563339
12,0.1758006513118744,0.8189060837030411
13,0.17099161446094513,0.8185061812400818
14,0.16756637394428253,0.817066490650177
15,0.1593800038099289,0.8187677562236786
16,0.15934450924396515,0.8165162354707718
17,0.15208375453948975,0.8174922913312912
18,0.1529400795698166,0.8197451829910278
19,0.1473277360200882,0.8218377232551575
20,0.14555510878562927,0.8249832391738892
21,0.14316023886203766,0.8245391696691513
22,0.1426958590745926,0.8386017680168152
23,0.14342941343784332,0.8394437432289124
24,0.13540902733802795,0.8399133533239365
25,0.13626837730407715,0.843345582485199
26,0.13144497573375702,0.8489633053541183
27,0.12770462036132812,0.8493847101926804
28,0.12783126533031464,0.853020042181015
29,0.12353326380252838,0.8543587923049927
30,0.12196213006973267,0.8541097790002823
31,0.12183117866516113,0.8566950112581253
32,0.12085539102554321,0.8497903347015381
33,0.1178111881017685,0.8521160334348679
34,0.11707933247089386,0.8518431931734085
35,0.11896321177482605,0.8478331565856934
36,0.11520610749721527,0.8525475263595581
37,0.12226413190364838,0.8462216109037399
38,0.11532743275165558,0.8536269217729568
39,0.11098901927471161,0.8554787486791611
40,0.11136379837989807,0.8537000268697739
41,0.11260676383972168,0.8498070240020752
42,0.11193403601646423,0.8455390185117722
43,0.1108795702457428,0.844672366976738
44,0.10772375762462616,0.8537250310182571
45,0.1065521389245987,0.8561314195394516
46,0.10710901021957397,0.8519153594970703
47,0.10568277537822723,0.8557863980531693
48,0.10534065961837769,0.8539831042289734
49,0.10404393076896667,0.8537726849317551
50,0.1055106669664383,0.8537877053022385
51,0.10194045305252075,0.8583986014127731
52,0.10372735559940338,0.8542931973934174
53,0.10162532329559326,0.853487029671669
54,0.10181915760040283,0.8542224913835526
55,0.10121110081672668,0.8516543656587601
56,0.10072171688079834,0.8528451770544052
57,0.09866148233413696,0.8568962961435318
58,0.09963454306125641,0.8564883470535278
59,0.09736044704914093,0.8574344515800476
60,0.0990622341632843,0.8517529368400574
61,0.09831541776657104,0.8548153638839722
62,0.0953829288482666,0.8592750579118729
63,0.09473571181297302,0.8594402074813843
64,0.09552359580993652,0.8597212433815002
65,0.09378539025783539,0.8608107715845108
66,0.09398406744003296,0.8591203093528748
67,0.09495194256305695,0.8557734042406082
68,0.092645063996315,0.860730305314064
69,0.09119845926761627,0.8623914122581482
70,0.0920276790857315,0.8605978637933731
71,0.09347814321517944,0.8568589091300964
72,0.09226909279823303,0.858975812792778
73,0.08972370624542236,0.8623351156711578
74,0.08887597918510437,0.8639595061540604
75,0.08940812945365906,0.863172248005867
76,0.0891939252614975,0.862291619181633
77,0.08898821473121643,0.8621054738759995
78,0.09102320671081543,0.8584831953048706
79,0.09171520173549652,0.8570829182863235
80,0.09013301134109497,0.8593075275421143
81,0.08808600902557373,0.8626122921705246
82,0.08756840229034424,0.8636731058359146
83,0.08838285505771637,0.8602424412965775
84,0.08864709734916687,0.8598629087209702
85,0.08823728561401367,0.8614088594913483
86,0.08841358125209808,0.8604398965835571
87,0.08673898875713348,0.8627236783504486
88,0.08624950051307678,0.8625602126121521
89,0.08563849329948425,0.8633119910955429
90,0.08613032102584839,0.862237736582756
91,0.08446981012821198,0.8649236559867859
92,0.08706735074520111,0.859545961022377
93,0.08613403141498566,0.8605117350816727
94,0.08392317593097687,0.8643943965435028
95,0.08461505174636841,0.8632992655038834
96,0.08479315042495728,0.863138884305954
97,0.08429986238479614,0.8637591600418091
98,0.0835355818271637,0.865018755197525
99,0.08538438379764557,0.8604255020618439
