,dice_loss,iou_score
0,0.3371082544326782,0.6911794543266296
1,0.32286826769510907,0.6936705311139425
2,0.30134940147399897,0.7257390220959982
3,0.28095075819227433,0.7533998092015584
4,0.26452381743325126,0.7620743910471598
5,0.24832798375023735,0.7780042489369711
6,0.23692564169565836,0.791901104980045
7,0.22558414273791846,0.8039310309622023
8,0.21194919612672594,0.8154416415426466
9,0.20781558752059937,0.8046188222037421
10,0.19218707746929592,0.8181309567557441
11,0.18300437264972264,0.823886109722985
12,0.1813491185506185,0.8184934523370531
13,0.17552184396319923,0.8205764028761122
14,0.16820559899012247,0.8257614374160767
15,0.1641695764329698,0.8259320590231154
16,0.16209525532192653,0.8214594125747681
17,0.16049537393781874,0.8158654769261678
18,0.1562802857822842,0.8236195974879794
19,0.15202856063842773,0.8244463337792289
20,0.15391380919350517,0.8160648677084182
21,0.1427594886885749,0.8352943857510885
22,0.14016780588361952,0.8430818054411146
23,0.14379584127002293,0.8380989101197984
24,0.1419087847073873,0.8398226565784878
25,0.1326587266392178,0.8541457520590888
26,0.13638371229171753,0.8455616368187798
27,0.12960795561472574,0.854318208164639
28,0.12261786063512166,0.8667144576708475
29,0.1258561478720771,0.8573415742980109
30,0.12231283717685276,0.8601389328638712
31,0.11745774083667332,0.8675288160641988
32,0.1270888845125834,0.8453436493873595
33,0.11816617515352038,0.8610976735750834
34,0.1202157802051968,0.8549911379814147
35,0.11276602082782322,0.8662871652179294
36,0.11945214536454943,0.8522216081619263
37,0.11008858018451267,0.8672040038638644
38,0.10713854100969103,0.8705218831698098
39,0.11339496241675481,0.8591354754236009
40,0.11046601666344537,0.8610987464586893
41,0.10324190722571479,0.8725075191921657
42,0.11760658688015407,0.8453901410102844
43,0.10984453227784899,0.8586555123329163
44,0.10871805085076226,0.8589828345510696
45,0.10144419140285915,0.8736875785721673
46,0.11114360226525201,0.8488214810689291
47,0.10013712114757962,0.8675305578443739
48,0.10340258810255264,0.8642348514662849
49,0.10954896608988444,0.8506121834119161
50,0.10717005199856228,0.8546006348397996
51,0.09442498948838976,0.874721626440684
52,0.09968185424804688,0.8638774156570435
53,0.10131684939066568,0.8615213036537172
54,0.09198580847846137,0.8764054841465421
55,0.11006565226448907,0.8454476330015394
56,0.09864417049619886,0.8634222149848938
57,0.09868197308646308,0.8632684681150649
58,0.09293217791451348,0.8701306978861489
59,0.09602532784144084,0.8657288352648417
60,0.10349503490659925,0.850528617699941
61,0.09125756555133396,0.8702082369062636
62,0.09510199228922527,0.8645681275261773
63,0.09686124987072414,0.8597255282931857
64,0.0935687157842848,0.8676756024360657
65,0.09214069445927937,0.8667400214407179
66,0.09091332885954116,0.8696537084049648
67,0.09151938226487902,0.8669253720177544
68,0.09058033095465766,0.8669362200631036
69,0.09869807296329075,0.8547101351949904
70,0.08726899491416083,0.87412910328971
71,0.08386735121409099,0.8777474893463982
72,0.08157011535432604,0.8804199033313327
73,0.08718106481764051,0.8729700379901462
74,0.08692420191235013,0.8702138993475173
75,0.08849532736672296,0.866968035697937
76,0.07997962501313952,0.8833463258213468
77,0.08764053715599908,0.8690525492032369
78,0.08471166425281101,0.8738197353151109
79,0.08082292477289836,0.8799737625651889
80,0.08535961972342597,0.8717134992281595
81,0.08511189619700114,0.8709024257130094
82,0.08536859353383382,0.8717268109321594
83,0.0858670605553521,0.8691575328509012
84,0.0798769858148363,0.8795137736532423
85,0.0834966500600179,0.8720805512534249
86,0.08430922693676418,0.8700600862503052
87,0.0831124981244405,0.8728444708718194
88,0.07855272293090822,0.878055195013682
89,0.08286705944273208,0.8712353905042013
90,0.08263787296083239,0.8716192775302463
91,0.07479093472162883,0.8844978676901923
92,0.08030280801984997,0.8742765188217163
93,0.08264762825436062,0.8690224952167935
94,0.08276787731382582,0.8706348405943977
95,0.08142771323521932,0.8705651958783468
96,0.07601184315151638,0.8803740541140237
97,0.07700568437576294,0.8796519902017381
98,0.07995641231536865,0.8740327689382765
99,0.07671464151806301,0.8778408699565463
